source_key,cds_label_guess,track_type,member_index,point_count,min_fhr,max_fhr,fhr_interval_counts,first_time_utc,last_time_utc,first_lat,first_lon,last_lat,last_lon,first_mslp_hpa,last_mslp_hpa,first_vmax_kt_inferred,last_vmax_kt_inferred,members_first,members_last,use_tags,has_interp,has_cone_or_spread,fields
aifs_36,ECMWF AIFS EPS,member,36,25,0,144,6h:24,2026080400,2026081000,25.0,143.25,27.75,120.25,961,981,78,28,,,track_det|mslp,False,False,fhr|lat|lon|mslp|vmax|time|use
aifs_37,ECMWF AIFS EPS,member,37,32,0,186,6h:31,2026080400,2026081118,25.25,143.25,28.75,113.25,971,996,60,16,,,track_det|mslp,False,False,fhr|lat|lon|mslp|vmax|time|use
aifs_38,ECMWF AIFS EPS,member,38,35,0,204,6h:34,2026080400,2026081212,25.0,142.75,37.25,126.75,965,992,89,36,,,track_det|mslp,False,False,fhr|lat|lon|mslp|vmax|time|use
aifs_39,ECMWF AIFS EPS,member,39,32,0,186,6h:31,2026080400,2026081118,25.0,142.75,33.25,114.0,946,997,97,,,,track_det|mslp,False,False,fhr|lat|lon|mslp|vmax|time|use
aifs_40,ECMWF AIFS EPS,member,40,26,0,150,6h:25,2026080400,2026081006,25.0,143.0,28.5,115.75,960,991,75,15,,,track_det|mslp,False,False,fhr|lat|lon|mslp|vmax|time|use
aifs_41,ECMWF AIFS EPS,member,41,33,0,192,6h:32,2026080400,2026081200,25.0,142.75,29.0,112.25,959,1000,74,,,,track_det|mslp,False,False,fhr|lat|lon|mslp|vmax|time|use
aifs_42,ECMWF AIFS EPS,member,42,40,0,234,6h:39,2026080400,2026081318,25.25,143.5,48.75,128.0,970,988,71,16,,,track_det|mslp,False,False,fhr|lat|lon|mslp|vmax|time|use
aifs_43,ECMWF AIFS EPS,member,43,31,0,180,6h:30,2026080400,2026081112,25.25,143.0,34.5,119.0,954,991,78,22,,,track_det|mslp,False,False,fhr|lat|lon|mslp|vmax|time|use
aifs_44,ECMWF AIFS EPS,member,44,41,0,240,6h:40,2026080400,2026081400,25.0,142.75,42.0,122.75,964,991,66,25,,,track_det|mslp,False,False,fhr|lat|lon|mslp|vmax|time|use
aifs_45,ECMWF AIFS EPS,member,45,37,0,216,6h:36,2026080400,2026081300,25.0,143.0,39.75,124.5,956,999,82,23,,,track_det|mslp,False,False,fhr|lat|lon|mslp|vmax|time|use
aifs_46,ECMWF AIFS EPS,member,46,30,0,174,6h:29,2026080400,2026081106,25.0,143.0,28.25,115.25,967,996,79,14,,,track_det|mslp,False,False,fhr|lat|lon|mslp|vmax|time|use
aifs_47,ECMWF AIFS EPS,member,47,41,0,240,6h:40,2026080400,2026081400,25.25,142.75,28.25,128.5,966,994,66,25,,,track_det|mslp,False,False,fhr|lat|lon|mslp|vmax|time|use
aifs_48,ECMWF AIFS EPS,member,48,41,0,240,6h:40,2026080400,2026081400,25.25,143.25,50.5,123.0,959,994,71,13,,,track_det|mslp,False,False,fhr|lat|lon|mslp|vmax|time|use
aifs_49,ECMWF AIFS EPS,member,49,40,0,234,6h:39,2026080400,2026081318,25.25,142.75,28.75,116.25,956,999,76,,,,track_det|mslp,False,False,fhr|lat|lon|mslp|vmax|time|use
eps_1,ECMWF EPS,member,1,37,0,216,6h:36,2026080400,2026081300,25.2,143.2,36.6,123.0,953.0,987.0,94,35,,,,False,False,fhr|lat|lon|mslp|vmax|time
eps_2,ECMWF EPS,member,2,37,0,216,6h:36,2026080400,2026081300,25.2,143.2,46.0,121.7,956.0,988.0,89,26,,,,False,False,fhr|lat|lon|mslp|vmax|time
eps_3,ECMWF EPS,member,3,45,0,264,6h:44,2026080400,2026081500,25.2,143.2,39.2,127.4,933.0,993.0,110,28,,,,False,False,fhr|lat|lon|mslp|vmax|time
eps_4,ECMWF EPS,member,4,43,0,252,6h:42,2026080400,2026081412,25.2,143.2,43.9,119.4,965.0,1000.0,77,23,,,,False,False,fhr|lat|lon|mslp|vmax|time
eps_5,ECMWF EPS,member,5,40,0,234,6h:39,2026080400,2026081318,25.2,143.2,33.7,115.8,959.0,1001.0,94,18,,,,False,False,fhr|lat|lon|mslp|vmax|time
eps_6,ECMWF EPS,member,6,30,0,174,6h:29,2026080400,2026081106,25.2,143.2,26.0,113.0,954.0,996.0,78,18,,,,False,False,fhr|lat|lon|mslp|vmax|time
eps_7,ECMWF EPS,member,7,46,0,270,6h:45,2026080400,2026081506,25.2,143.2,35.1,123.8,963.0,987.0,88,39,,,,False,False,fhr|lat|lon|mslp|vmax|time
eps_8,ECMWF EPS,member,8,44,0,258,6h:43,2026080400,2026081418,25.2,143.2,43.2,113.2,961.0,1009.0,77,20,,,,False,False,fhr|lat|lon|mslp|vmax|time
eps_9,ECMWF EPS,member,9,45,0,264,6h:44,2026080400,2026081500,25.2,143.2,35.1,111.0,959.0,999.0,89,20,,,,False,False,fhr|lat|lon|mslp|vmax|time
eps_10,ECMWF EPS,member,10,43,0,252,6h:42,2026080400,2026081412,25.2,143.2,48.9,130.5,959.0,998.0,60,21,,,,False,False,fhr|lat|lon|mslp|vmax|time
eps_11,ECMWF EPS,member,11,51,0,300,6h:50,2026080400,2026081612,25.2,143.2,42.6,113.7,966.0,1006.0,76,20,,,,False,False,fhr|lat|lon|mslp|vmax|time
eps_12,ECMWF EPS,member,12,43,0,252,6h:42,2026080400,2026081412,25.2,143.2,31.2,120.0,964.0,997.0,61,20,,,,False,False,fhr|lat|lon|mslp|vmax|time
eps_13,ECMWF EPS,member,13,61,0,360,6h:60,2026080400,2026081900,25.2,143.2,18.8,106.7,963.0,949.0,80,94,,,,False,False,fhr|lat|lon|mslp|vmax|time
eps_14,ECMWF EPS,member,14,40,0,234,6h:39,2026080400,2026081318,25.2,143.2,45.3,124.4,960.0,985.0,66,21,,,,False,False,fhr|lat|lon|mslp|vmax|time
eps_15,ECMWF EPS,member,15,40,0,234,6h:39,2026080400,2026081318,25.2,143.2,45.3,111.6,964.0,997.0,83,28,,,,False,False,fhr|lat|lon|mslp|vmax|time
eps_16,ECMWF EPS,member,16,48,0,282,6h:47,2026080400,2026081518,25.2,143.2,45.0,118.1,958.0,1000.0,84,20,,,,False,False,fhr|lat|lon|mslp|vmax|time
eps_17,ECMWF EPS,member,17,44,0,258,6h:43,2026080400,2026081418,25.2,143.2,48.8,119.1,965.0,995.0,60,19,,,,False,False,fhr|lat|lon|mslp|vmax|time
eps_18,ECMWF EPS,member,18,31,0,180,6h:30,2026080400,2026081112,25.2,143.2,25.4,111.7,962.0,996.0,77,18,,,,False,False,fhr|lat|lon|mslp|vmax|time
eps_19,ECMWF EPS,member,19,33,0,192,6h:32,2026080400,2026081200,25.2,143.2,30.4,112.2,967.0,1003.0,63,12,,,,False,False,fhr|lat|lon|mslp|vmax|time
eps_20,ECMWF EPS,member,20,50,0,294,6h:49,2026080400,2026081606,25.2,143.2,26.3,114.6,945.0,996.0,96,22,,,,False,False,fhr|lat|lon|mslp|vmax|time
eps_21,ECMWF EPS,member,21,41,0,240,6h:40,2026080400,2026081400,25.2,143.2,38.8,126.0,961.0,982.0,87,35,,,,False,False,fhr|lat|lon|mslp|vmax|time
eps_22,ECMWF EPS,member,22,46,0,270,6h:45,2026080400,2026081506,25.2,143.2,40.6,124.0,959.0,993.0,82,23,,,,False,False,fhr|lat|lon|mslp|vmax|time
eps_23,ECMWF EPS,member,23,38,0,222,6h:37,2026080400,2026081306,25.2,143.2,46.2,121.0,951.0,995.0,74,21,,,,False,False,fhr|lat|lon|mslp|vmax|time
eps_24,ECMWF EPS,member,24,49,0,288,6h:48,2026080400,2026081600,25.2,143.2,44.6,139.9,957.0,1001.0,88,27,,,,False,False,fhr|lat|lon|mslp|vmax|time
eps_25,ECMWF EPS,member,25,39,0,228,6h:38,2026080400,2026081312,25.2,143.2,31.8,123.8,961.0,996.0,75,34,,,,False,False,fhr|lat|lon|mslp|vmax|time
eps_26,ECMWF EPS,member,26,54,0,318,6h:53,2026080400,2026081706,25.2,143.2,34.2,113.8,955.0,1001.0,85,16,,,,False,False,fhr|lat|lon|mslp|vmax|time
eps_27,ECMWF EPS,member,27,54,0,318,6h:53,2026080400,2026081706,25.2,143.2,42.7,147.8,964.0,996.0,80,28,,,,False,False,fhr|lat|lon|mslp|vmax|time
eps_28,ECMWF EPS,member,28,52,0,306,6h:51,2026080400,2026081618,25.2,143.2,45.9,140.7,961.0,1001.0,68,28,,,,False,False,fhr|lat|lon|mslp|vmax|time
eps_29,ECMWF EPS,member,29,48,0,282,6h:47,2026080400,2026081518,25.2,143.2,41.0,119.8,967.0,993.0,64,27,,,,False,False,fhr|lat|lon|mslp|vmax|time
eps_30,ECMWF EPS,member,30,52,0,306,6h:51,2026080400,2026081618,25.2,143.2,34.9,110.1,965.0,1000.0,56,16,,,,False,False,fhr|lat|lon|mslp|vmax|time
eps_31,ECMWF EPS,member,31,48,0,282,6h:47,2026080400,2026081518,25.2,143.2,43.9,123.4,961.0,996.0,70,27,,,,False,False,fhr|lat|lon|mslp|vmax|time
eps_32,ECMWF EPS,member,32,49,0,288,6h:48,2026080400,2026081600,25.2,143.2,29.7,113.2,970.0,1000.0,59,12,,,,False,False,fhr|lat|lon|mslp|vmax|time
eps_33,ECMWF EPS,member,33,37,0,216,6h:36,2026080400,2026081300,25.2,143.2,39.6,127.3,940.0,980.0,97,34,,,,False,False,fhr|lat|lon|mslp|vmax|time
eps_34,ECMWF EPS,member,34,47,0,276,6h:46,2026080400,2026081512,25.2,143.2,37.9,117.5,949.0,992.0,104,32,,,,False,False,fhr|lat|lon|mslp|vmax|time
eps_35,ECMWF EPS,member,35,51,0,300,6h:50,2026080400,2026081612,25.2,143.2,42.3,106.2,967.0,1002.0,60,28,,,,False,False,fhr|lat|lon|mslp|vmax|time
eps_36,ECMWF EPS,member,36,37,0,216,6h:36,2026080400,2026081300,25.2,143.2,36.3,124.1,964.0,984.0,57,34,,,,False,False,fhr|lat|lon|mslp|vmax|time
eps_37,ECMWF EPS,member,37,43,0,252,6h:42,2026080400,2026081412,25.2,143.2,38.7,118.8,960.0,982.0,81,34,,,,False,False,fhr|lat|lon|mslp|vmax|time
eps_38,ECMWF EPS,member,38,57,0,336,6h:56,2026080400,2026081800,25.2,143.2,28.0,113.2,970.0,1003.0,62,13,,,,False,False,fhr|lat|lon|mslp|vmax|time
eps_39,ECMWF EPS,member,39,38,0,222,6h:37,2026080400,2026081306,25.2,143.2,38.9,126.0,964.0,985.0,92,30,,,,False,False,fhr|lat|lon|mslp|vmax|time
eps_40,ECMWF EPS,member,40,37,0,216,6h:36,2026080400,2026081300,25.2,143.2,33.2,117.9,945.0,989.0,108,32,,,,False,False,fhr|lat|lon|mslp|vmax|time
eps_41,ECMWF EPS,member,41,40,0,234,6h:39,2026080400,2026081318,25.2,143.2,39.6,123.7,959.0,975.0,75,47,,,,False,False,fhr|lat|lon|mslp|vmax|time
eps_42,ECMWF EPS,member,42,53,0,312,6h:52,2026080400,2026081700,25.2,143.2,41.4,141.6,958.0,998.0,78,32,,,,False,False,fhr|lat|lon|mslp|vmax|time
eps_43,ECMWF EPS,member,43,37,0,216,6h:36,2026080400,2026081300,25.2,143.2,49.2,130.3,969.0,989.0,76,22,,,,False,False,fhr|lat|lon|mslp|vmax|time
eps_44,ECMWF EPS,member,44,42,0,246,6h:41,2026080400,2026081406,25.2,143.2,40.9,125.7,952.0,989.0,85,32,,,,False,False,fhr|lat|lon|mslp|vmax|time
eps_45,ECMWF EPS,member,45,47,0,276,6h:46,2026080400,2026081512,25.2,143.2,20.0,107.2,963.0,996.0,71,23,,,,False,False,fhr|lat|lon|mslp|vmax|time
eps_46,ECMWF EPS,member,46,49,0,288,6h:48,2026080400,2026081600,25.2,143.2,41.0,119.6,955.0,1003.0,89,19,,,,False,False,fhr|lat|lon|mslp|vmax|time
eps_47,ECMWF EPS,member,47,50,0,294,6h:49,2026080400,2026081606,25.2,143.2,21.4,105.2,965.0,992.0,83,20,,,,False,False,fhr|lat|lon|mslp|vmax|time
eps_48,ECMWF EPS,member,48,43,0,252,6h:42,2026080400,2026081412,25.2,143.2,39.4,118.8,965.0,993.0,68,25,,,,False,False,fhr|lat|lon|mslp|vmax|time
eps_49,ECMWF EPS,member,49,61,0,360,6h:60,2026080400,2026081900,25.2,143.2,30.6,113.7,957.0,1003.0,70,13,,,,False,False,fhr|lat|lon|mslp|vmax|time
eps_50,ECMWF EPS,member,50,58,0,342,6h:57,2026080400,2026081806,25.2,143.2,48.7,134.1,955.0,1001.0,78,25,,,,False,False,fhr|lat|lon|mslp|vmax|time
gefs_0,GFS EPS,member,0,41,0,240,6h:40,2026080400,2026081400,25.2,143.1,37.6,108.0,947,997,79,32,,,,False,False,fhr|lat|lon|mslp|vmax|time
gefs_1,GFS EPS,member,1,41,0,240,6h:40,2026080400,2026081400,25.0,143.2,45.9,116.5,941,969,87,39,,,,False,False,fhr|lat|lon|mslp|vmax|time
gefs_2,GFS EPS,member,2,41,0,240,6h:40,2026080400,2026081400,25.3,142.9,44.7,119.8,938,985,95,24,,,,False,False,fhr|lat|lon|mslp|vmax|time
gefs_3,GFS EPS,member,3,41,0,240,6h:40,2026080400,2026081400,25.1,143.1,40.1,120.1,946,964,80,58,,,,False,False,fhr|lat|lon|mslp|vmax|time
gefs_4,GFS EPS,member,4,37,0,216,6h:36,2026080400,2026081300,25.2,143.1,33.4,114.8,946,1002,83,10,,,,False,False,fhr|lat|lon|mslp|vmax|time
gefs_5,GFS EPS,member,5,33,0,192,6h:32,2026080400,2026081200,25.2,143.0,27.1,114.8,949,994,80.0,10.0,,,,False,False,fhr|lat|lon|mslp|vmax|time
gefs_6,GFS EPS,member,6,41,0,240,6h:40,2026080400,2026081400,25.4,143.4,50.0,113.7,949,993,83,16,,,,False,False,fhr|lat|lon|mslp|vmax|time
gefs_7,GFS EPS,member,7,41,0,240,6h:40,2026080400,2026081400,25.5,143.1,47.4,123.0,942,994,80,25,,,,False,False,fhr|lat|lon|mslp|vmax|time
gefs_8,GFS EPS,member,8,33,0,192,6h:32,2026080400,2026081200,25.1,143.0,27.0,112.9,944,995,84.0,10.0,,,,False,False,fhr|lat|lon|mslp|vmax|time
gefs_9,GFS EPS,member,9,41,0,240,6h:40,2026080400,2026081400,25.3,143.0,41.4,120.4,949,978,78,32,,,,False,False,fhr|lat|lon|mslp|vmax|time
gefs_10,GFS EPS,member,10,41,0,240,6h:40,2026080400,2026081400,25.1,143.2,38.7,109.2,948,995,78,29,,,,False,False,fhr|lat|lon|mslp|vmax|time
gefs_11,GFS EPS,member,11,33,0,192,6h:32,2026080400,2026081200,25.3,143.1,34.8,117.9,939,994,90.0,36.0,,,,False,False,fhr|lat|lon|mslp|vmax|time
gefs_12,GFS EPS,member,12,41,0,240,6h:40,2026080400,2026081400,25.1,142.8,46.2,110.6,941,1000,95,14,,,,False,False,fhr|lat|lon|mslp|vmax|time
gefs_13,GFS EPS,member,13,41,0,240,6h:40,2026080400,2026081400,25.5,143.2,35.7,123.8,948,994,77,33,,,,False,False,fhr|lat|lon|mslp|vmax|time
gefs_14,GFS EPS,member,14,41,0,240,6h:40,2026080400,2026081400,25.3,143.3,50.1,118.7,955,993,71,23,,,,False,False,fhr|lat|lon|mslp|vmax|time
gefs_15,GFS EPS,member,15,33,0,192,6h:32,2026080400,2026081200,25.2,143.0,30.7,119.8,945,995,85.0,23.0,,,,False,False,fhr|lat|lon|mslp|vmax|time
gefs_16,GFS EPS,member,16,41,0,240,6h:40,2026080400,2026081400,25.1,143.1,32.8,119.3,944,975,86,37,,,,False,False,fhr|lat|lon|mslp|vmax|time
gefs_17,GFS EPS,member,17,33,0,192,6h:32,2026080400,2026081200,25.1,143.0,31.8,110.2,942,1001,89.0,,,,,False,False,fhr|lat|lon|mslp|vmax|time
gefs_18,GFS EPS,member,18,41,0,240,6h:40,2026080400,2026081400,25.3,143.0,44.6,123.8,948,1004,75,16,,,,False,False,fhr|lat|lon|mslp|vmax|time
gefs_19,GFS EPS,member,19,41,0,240,6h:40,2026080400,2026081400,25.1,143.1,34.0,119.8,948,983,80,43,,,,False,False,fhr|lat|lon|mslp|vmax|time
gefs_20,GFS EPS,member,20,41,0,240,6h:40,2026080400,2026081400,25.1,143.1,42.6,119.4,945,974,79,32,,,,False,False,fhr|lat|lon|mslp|vmax|time
gefs_21,GFS EPS,member,21,41,0,240,6h:40,2026080400,2026081400,25.3,143.0,37.9,119.6,951,997,73,33,,,,False,False,fhr|lat|lon|mslp|vmax|time
gefs_22,GFS EPS,member,22,41,0,240,6h:40,2026080400,2026081400,25.2,143.3,35.4,122.9,943,983,89,37,,,,False,False,fhr|lat|lon|mslp|vmax|time
gefs_23,GFS EPS,member,23,33,0,192,6h:32,2026080400,2026081200,25.1,143.1,38.1,117.2,944,972,82.0,44.0,,,,False,False,fhr|lat|lon|mslp|vmax|time
gefs_24,GFS EPS,member,24,41,0,240,6h:40,2026080400,2026081400,25.1,143.2,48.7,118.2,948,989,85,23,,,,False,False,fhr|lat|lon|mslp|vmax|time
gefs_25,GFS EPS,member,25,41,0,240,6h:40,2026080400,2026081400,25.1,143.0,39.4,119.6,944,1001,86,18,,,,False,False,fhr|lat|lon|mslp|vmax|time
gefs_26,GFS EPS,member,26,33,0,192,6h:32,2026080400,2026081200,25.2,143.2,28.3,117.2,955,985,71.0,15.0,,,,False,False,fhr|lat|lon|mslp|vmax|time
gefs_27,GFS EPS,member,27,41,0,240,6h:40,2026080400,2026081400,25.2,143.0,43.6,116.7,944,990,83,22,,,,False,False,fhr|lat|lon|mslp|vmax|time
gefs_28,GFS EPS,member,28,41,0,240,6h:40,2026080400,2026081400,25.1,143.0,21.0,108.5,940,1000,91,19,,,,False,False,fhr|lat|lon|mslp|vmax|time
gefs_29,GFS EPS,member,29,41,0,240,6h:40,2026080400,2026081400,25.0,143.0,50.5,118.3,941,999,83,15,,,,False,False,fhr|lat|lon|mslp|vmax|time
gefs_30,GFS EPS,member,30,41,0,240,6h:40,2026080400,2026081400,25.3,143.0,52.3,130.9,941,992,83,19,,,,False,False,fhr|lat|lon|mslp|vmax|time
gencast_0,GenCast,member,0,38,0,222,6h:37,2026080400,2026081306,25.2,143.0,34.0,118.6,962,992,94,55,,,track_det|mslp|wind,False,False,fhr|lat|lon|mslp|vmax|time|use
gencast_1,GenCast,member,1,39,0,228,6h:38,2026080400,2026081312,25.2,143.0,37.8,121.8,962,993,94,54,,,track_det|mslp|wind,False,False,fhr|lat|lon|mslp|vmax|time|use
gencast_2,GenCast,member,2,35,0,204,6h:34,2026080400,2026081212,25.2,143.0,42.5,115.5,962,991,94,57,,,track_det|mslp|wind,False,False,fhr|lat|lon|mslp|vmax|time|use
gencast_3,GenCast,member,3,37,0,216,6h:36,2026080400,2026081300,25.2,143.0,36.7,122.8,962,989,94,60,,,track_det|mslp|wind,False,False,fhr|lat|lon|mslp|vmax|time|use
gencast_4,GenCast,member,4,31,0,180,6h:30,2026080400,2026081112,25.2,143.0,37.2,119.8,962,988,94,61,,,track_det|mslp|wind,False,False,fhr|lat|lon|mslp|vmax|time|use
gencast_5,GenCast,member,5,43,0,252,6h:42,2026080400,2026081412,25.25,143.0,37.25,123.75,961,989,94,59,,,track_det|mslp|wind,False,False,fhr|lat|lon|mslp|vmax|time|use
gencast_6,GenCast,member,6,37,0,216,6h:36,2026080400,2026081300,25.2,143.0,35.5,118.7,962,987,94,63,,,track_det|mslp|wind,False,False,fhr|lat|lon|mslp|vmax|time|use
gencast_7,GenCast,member,7,35,0,204,6h:34,2026080400,2026081212,25.2,143.0,32.5,122.2,962,995,94,52,,,track_det|mslp|wind,False,False,fhr|lat|lon|mslp|vmax|time|use
gencast_8,GenCast,member,8,37,0,216,6h:36,2026080400,2026081300,25.2,143.0,53.5,134.0,962,985,94,65,,,track_det|mslp|wind,False,False,fhr|lat|lon|mslp|vmax|time|use
gencast_9,GenCast,member,9,41,0,240,6h:40,2026080400,2026081400,25.2,143.0,37.5,118.7,962,988,94,62,,,track_det|mslp|wind,False,False,fhr|lat|lon|mslp|vmax|time|use
gencast_10,GenCast,member,10,39,0,228,6h:38,2026080400,2026081312,25.2,143.0,37.2,126.8,962,989,94,60,,,track_det|mslp|wind,False,False,fhr|lat|lon|mslp|vmax|time|use
gencast_11,GenCast,member,11,35,0,204,6h:34,2026080400,2026081212,25.2,143.0,39.5,126.3,962,989,94,60,,,track_det|mslp|wind,False,False,fhr|lat|lon|mslp|vmax|time|use
gencast_12,GenCast,member,12,43,0,252,6h:42,2026080400,2026081412,25.25,143.0,38.5,118.25,961,1001,94,41,,,track_det|mslp|wind,False,False,fhr|lat|lon|mslp|vmax|time|use
gencast_13,GenCast,member,13,54,0,318,6h:53,2026080400,2026081706,25.25,143.0,26.58,129.38,961,989,94,58,,,track_det|mslp|wind,False,False,fhr|lat|lon|mslp|vmax|time|use
gencast_14,GenCast,member,14,37,0,216,6h:36,2026080400,2026081300,25.2,143.0,43.5,124.8,962,991,94,58,,,track_det|mslp|wind,False,False,fhr|lat|lon|mslp|vmax|time|use
gencast_15,GenCast,member,15,43,0,252,6h:42,2026080400,2026081412,25.25,143.0,38.5,118.0,961,995,94,50,,,track_det|mslp|wind,False,False,fhr|lat|lon|mslp|vmax|time|use
gencast_16,GenCast,member,16,43,0,252,6h:42,2026080400,2026081412,25.25,143.0,39.25,124.25,961,993,94,54,,,track_det|mslp|wind,False,False,fhr|lat|lon|mslp|vmax|time|use
gencast_17,GenCast,member,17,39,0,228,6h:38,2026080400,2026081312,25.2,143.0,33.8,120.8,962,993,94,54,,,track_det|mslp|wind,False,False,fhr|lat|lon|mslp|vmax|time|use
gencast_18,GenCast,member,18,37,0,216,6h:36,2026080400,2026081300,25.2,143.0,35.5,123.5,962,989,94,59,,,track_det|mslp|wind,False,False,fhr|lat|lon|mslp|vmax|time|use
gencast_19,GenCast,member,19,45,0,264,6h:44,2026080400,2026081500,25.25,143.0,39.0,132.25,961,1007,94,31,,,track_det|mslp|wind,False,False,fhr|lat|lon|mslp|vmax|time|use
gencast_20,GenCast,member,20,37,0,216,6h:36,2026080400,2026081300,25.2,143.0,32.3,123.8,962,985,94,65,,,track_det|mslp|wind,False,False,fhr|lat|lon|mslp|vmax|time|use
gencast_21,GenCast,member,21,39,0,228,6h:38,2026080400,2026081312,25.2,143.0,39.8,119.8,962,987,94,63,,,track_det|mslp|wind,False,False,fhr|lat|lon|mslp|vmax|time|use
gencast_22,GenCast,member,22,37,0,216,6h:36,2026080400,2026081300,25.2,143.0,38.5,118.0,962,991,94,57,,,track_det|mslp|wind,False,False,fhr|lat|lon|mslp|vmax|time|use
gencast_23,GenCast,member,23,45,0,264,6h:44,2026080400,2026081500,25.25,143.0,48.0,113.5,961,1000,94,43,,,track_det|mslp|wind,False,False,fhr|lat|lon|mslp|vmax|time|use
gencast_24,GenCast,member,24,39,0,228,6h:38,2026080400,2026081312,25.2,143.0,40.8,130.3,962,983,94,68,,,track_det|mslp|wind,False,False,fhr|lat|lon|mslp|vmax|time|use
gencast_25,GenCast,member,25,35,0,204,6h:34,2026080400,2026081212,25.2,143.0,32.8,118.0,962,994,94,53,,,track_det|mslp|wind,False,False,fhr|lat|lon|mslp|vmax|time|use
gencast_26,GenCast,member,26,37,0,216,6h:36,2026080400,2026081300,25.2,143.0,34.5,119.5,962,988,94,62,,,track_det|mslp|wind,False,False,fhr|lat|lon|mslp|vmax|time|use
gencast_27,GenCast,member,27,41,0,240,6h:40,2026080400,2026081400,25.2,143.0,38.2,119.5,962,999,94,45,,,track_det|mslp|wind,False,False,fhr|lat|lon|mslp|vmax|time|use
gencast_28,GenCast,member,28,39,0,228,6h:38,2026080400,2026081312,25.2,143.0,39.8,125.2,962,996,94,51,,,track_det|mslp|wind,False,False,fhr|lat|lon|mslp|vmax|time|use
gencast_29,GenCast,member,29,35,0,204,6h:34,2026080400,2026081212,25.2,143.0,38.8,125.2,962,987,94,63,,,track_det|mslp|wind,False,False,fhr|lat|lon|mslp|vmax|time|use
gencast_30,GenCast,member,30,49,0,288,6h:48,2026080400,2026081600,25.25,143.0,44.75,112.75,961,998,94,46,,,track_det|mslp|wind,False,False,fhr|lat|lon|mslp|vmax|time|use
gencast_31,GenCast,member,31,35,0,204,6h:34,2026080400,2026081212,25.2,143.0,45.5,122.5,962,997,94,49,,,track_det|mslp|wind,False,False,fhr|lat|lon|mslp|vmax|time|use
gencast_32,GenCast,member,32,45,0,264,6h:44,2026080400,2026081500,25.25,143.0,49.5,116.25,961,995,94,51,,,track_det|mslp|wind,False,False,fhr|lat|lon|mslp|vmax|time|use
gencast_33,GenCast,member,33,37,0,216,6h:36,2026080400,2026081300,25.2,143.0,36.7,119.8,962,986,94,64,,,track_det|mslp|wind,False,False,fhr|lat|lon|mslp|vmax|time|use
gencast_34,GenCast,member,34,47,0,276,6h:46,2026080400,2026081512,25.25,143.0,45.25,117.0,961,991,94,57,,,track_det|mslp|wind,False,False,fhr|lat|lon|mslp|vmax|time|use
gencast_35,GenCast,member,35,33,0,192,6h:32,2026080400,2026081200,25.2,143.0,39.0,119.0,962,989,94,61,,,track_det|mslp|wind,False,False,fhr|lat|lon|mslp|vmax|time|use
gencast_36,GenCast,member,36,39,0,228,6h:38,2026080400,2026081312,25.2,143.0,41.3,121.8,962,985,94,66,,,track_det|mslp|wind,False,False,fhr|lat|lon|mslp|vmax|time|use
gencast_37,GenCast,member,37,41,0,240,6h:40,2026080400,2026081400,25.2,143.0,34.2,119.3,962,983,94,68,,,track_det|mslp|wind,False,False,fhr|lat|lon|mslp|vmax|time|use
gencast_38,GenCast,member,38,37,0,216,6h:36,2026080400,2026081300,25.2,143.0,39.8,119.5,962,985,94,66,,,track_det|mslp|wind,False,False,fhr|lat|lon|mslp|vmax|time|use
gencast_39,GenCast,member,39,37,0,216,6h:36,2026080400,2026081300,25.2,143.0,38.0,116.7,962,998,94,47,,,track_det|mslp|wind,False,False,fhr|lat|lon|mslp|vmax|time|use
gencast_40,GenCast,member,40,39,0,228,6h:38,2026080400,2026081312,25.2,143.0,39.0,123.8,962,979,94,74,,,track_det|mslp|wind,False,False,fhr|lat|lon|mslp|vmax|time|use
gencast_41,GenCast,member,41,39,0,228,6h:38,2026080400,2026081312,25.2,143.0,37.0,118.2,962,999,94,46,,,track_det|mslp|wind,False,False,fhr|lat|lon|mslp|vmax|time|use
gencast_42,GenCast,member,42,39,0,228,6h:38,2026080400,2026081312,25.2,143.0,35.8,114.5,962,997,94,48,,,track_det|mslp|wind,False,False,fhr|lat|lon|mslp|vmax|time|use
gencast_43,GenCast,member,43,37,0,216,6h:36,2026080400,2026081300,25.2,143.0,42.2,123.2,962,989,94,59,,,track_det|mslp|wind,False,False,fhr|lat|lon|mslp|vmax|time|use
gencast_44,GenCast,member,44,45,0,264,6h:44,2026080400,2026081500,25.25,143.0,38.5,110.75,961,994,94,51,,,track_det|mslp|wind,False,False,fhr|lat|lon|mslp|vmax|time|use
gencast_45,GenCast,member,45,35,0,204,6h:34,2026080400,2026081212,25.2,143.0,39.8,119.5,962,983,94,68,,,track_det|mslp|wind,False,False,fhr|lat|lon|mslp|vmax|time|use
gencast_46,GenCast,member,46,37,0,216,6h:36,2026080400,2026081300,25.2,143.0,39.8,120.8,962,982,94,69,,,track_det|mslp|wind,False,False,fhr|lat|lon|mslp|vmax|time|use
gencast_47,GenCast,member,47,41,0,240,6h:40,2026080400,2026081400,25.2,143.0,43.8,121.5,962,999,94,45,,,track_det|mslp|wind,False,False,fhr|lat|lon|mslp|vmax|time|use
gencast_48,GenCast,member,48,41,0,240,6h:40,2026080400,2026081400,25.2,143.0,53.2,124.8,962,995,94,52,,,track_det|mslp|wind,False,False,fhr|lat|lon|mslp|vmax|time|use
